577, Bruno Silva, 0.32, Reprovado
361, Otávio Oliveira, 5.72, Reprovado
123, Marcos Rodrigues, 5.73, Reprovado
615, Paula Souza, 5.74, Reprovado
277, Bruno Pereira, 5.76, Reprovado
393, Carlos Costa, 5.76, Reprovado
134, Viviane Almeida, 5.78, Reprovado
573, Daniela Souza, 5.78, Reprovado
812, Fernanda Nascimento, 5.78, Reprovado
993, Natália Rodrigues, 5.78, Reprovado
160, Kaio Silva, 5.79, Reprovado
876, Juliana Pereira, 5.79, Reprovado
467, Juliana Nascimento, 5.80, Reprovado
980, Bruno Oliveira, 5.81, Reprovado
102, Otávio Almeida, 5.81, Reprovado
604, Eduardo Pereira, 5.82, Reprovado
690, Daniela Gomes, 5.82, Reprovado
359, Ana Silva, 5.82, Reprovado
334, Otávio Oliveira, 5.83, Reprovado
178, Juliana Silva, 5.84, Reprovado
717, Natália Almeida, 5.84, Reprovado
695, Renato Pereira, 5.84, Reprovado
879, Sara Pereira, 5.84, Reprovado
864, Paula Almeida, 5.86, Reprovado
664, Fernanda Gomes, 5.86, Reprovado
503, Renato Pereira, 5.86, Reprovado
645, Fernanda Oliveira, 5.86, Reprovado
939, Bruno Souza, 5.88, Reprovado
140, Fernanda Gomes, 5.88, Reprovado
488, Natália Gomes, 5.89, Reprovado
508, Natália Pereira, 5.89, Reprovado
117, Viviane Almeida, 5.90, Reprovado
589, Tiago Pereira, 5.90, Reprovado
736, Sara Oliveira, 5.91, Reprovado
243, Tiago Nascimento, 5.94, Reprovado
245, Igor Almeida, 5.97, Reprovado
267, Bruno Rodrigues, 5.97, Reprovado
478, Renato Lima, 5.97, Reprovado
293, Natália Silva, 5.98, Reprovado
342, Paula Costa, 5.98, Reprovado
865, Ana Pereira, 5.99, Reprovado
697, Paula Gomes, 5.99, Reprovado
